name,name_simbadable,ref_discovery,J_2MASS,W1,spt_ir,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,2 deg,4 deg,6 deg (Kepler),8 deg,10 deg,12 deg (TESS 1 detector),14 deg,16 deg,18 deg,20 deg
WISE J052857.68+090104.4,WISE J052857.68+090104.4,Thom13,16.26,14.294,L1 VL-G,82.2405,9.018,PS1,195.0585,-13.7722,0,1,3,4,7,10,12,17,23,28
2MASS J02304442-3027275,2MASS J02304442-3027275,Kirk10,15.822,14.298,L1,37.6851,-30.4575,Gaia23,227.5502,-68.0358,0,1,4,6,8,11,13,20,26,30
SDSS J134329.01+131226.2,2MASS J13432911+1312267,Schm10b,16.022,14.3,L0.5,205.8712,13.2074,Gaia23,346.6555,71.5105,1,5,7,12,15,23,26,35,43,50
SDSS J020608.97+223559.2,2MASS J02060880+2235593,Chiu06,16.556,14.3,L4.5 blue,31.537,22.5998,PS1,144.6883,-37.0954,1,3,9,10,13,17,25,32,39,45
SDSS J000632.60+140606.3,2MASS J00063258+1406064,West08,15.849,14.303,L0.4,1.6358,14.1018,PS1,106.7522,-47.3546,3,4,7,12,18,27,32,41,52,59
WISEA J004713.81-371033.7,2MASS J00471348-3710282,Kirk14,16.233,14.304,L9 pec (blue),11.8061,-37.1744,CatWISE,307.7305,-79.9146,1,3,5,8,10,11,16,18,19,30
PSO J344.8146+20.1917,2MASS J22591546+2011302,Best15,16.577,14.306,L2.5 INT-G,344.8145,20.1917,PS1,90.1388,-35.438,0,2,3,6,9,11,19,29,35,44
PSO J313.6-027.7,2MASS J20544332-2745512,Alle16b;Gagn15a-phot,16.644,14.306,L2.3 INT-G,313.6806,-27.7643,PS1,17.6339,-38.0179,0,1,1,6,7,10,13,16,20,24
PSO J143.8+001.7,2MASS J09353202+0147519,Alle16b;Zhan10-phot,16.453,14.307,L1.6 INT-G?,143.8835,1.7977,PS1,232.7152,36.7399,0,0,4,5,6,11,13,20,35,44
WISEA J000131.93-084126.9,2MASS J00013166-0841234,Luhm14c,15.712,14.31,L1 pec (blue),0.382,-8.69,Gaia23,87.9864,-68.1075,1,1,3,3,11,20,23,35,44,56
2MASS J08270185+4129191,2MASS J08270185+4129191,Kell17,15.913,14.312,L1,126.7578,41.4886,PS1,179.5535,34.9009,0,2,4,9,10,14,17,24,32,45
2MASS J13451417+4757231,2MASS J13451417+4757231,Kell17,16.5,14.312,L5.5,206.3091,47.9564,PS1,99.7611,66.6797,0,1,4,7,12,17,28,40,44,52
USco J161441.68-235105.9,2MASS J16144169-2351058,Lodi08,16.122,14.313,L1,243.6737,-23.8516,PS1,351.6046,19.2638,5,10,13,16,19,22,24,26,31,37
WISEA J120104.57+573004.2,2MASS J12010443+5730040,Schn17,17.355,14.313,L9,180.2684,57.5011,PS1,135.8287,58.3484,0,1,5,8,14,15,20,23,27,36
CWISE J033817.87+171744.1,CWISE J033817.87+171744.1,Schn22,16.926,14.315,L7,54.5738,17.2958,PS1,170.0706,-29.917,0,2,5,14,21,27,37,45,53,57
PSO J334.2624+28.9438,2MASS J22170291+2856386,Alle16a,16.839,14.316,L3.5: INT-G,334.2621,28.944,PS1,86.6095,-22.8308,2,2,3,6,6,8,13,17,19,25
SDSS J225913.88-005158.2,2MASS J22591388-0051581,Hawl02,16.357,14.32,L1.6,344.8079,-0.8662,PS1,72.5263,-52.3952,0,3,3,8,16,18,23,35,43,52
2MASS J01165802+4333081,2MASS J01165802+4333081,Kell17,16.881,14.32,L5.5 (red),19.2418,43.5523,PS1,127.8221,-19.0768,0,0,0,2,5,9,12,15,17,24
CWISE J050626.96+073842.4,CWISE J050626.96+073842.4,Schn23a,NaN,14.32,L8-T0,76.6122,7.6456,CatWISE,193.2323,-19.234,0,1,3,7,12,17,21,24,30,38
SDSS J081812.28+331048.2,2MASS J08181234+3310479,Schm10b,15.985,14.324,L1.3,124.5513,33.18,Gaia23,188.9469,31.6592,0,0,2,4,9,14,21,34,41,44
WISEA J201204.11+672608.0,WISEA J201204.11+672608.0,Schn17,17.148,14.324,L7:,303.0158,67.4351,PS1,100.7189,17.6618,0,1,2,2,2,5,5,5,9,10
2MASS J13042886-0032410,2MASS J13042886-0032410,Kell17,17.025,14.325,L6,196.1203,-0.5448,PS1,309.9247,62.1497,1,3,6,11,11,18,25,32,39,47
SIMP J10391406-1904471,SIMP J1039140-190447,Robe16,16.223,14.326,L2:,159.8087,-19.0797,PS1,264.6101,33.7757,0,2,4,5,9,14,19,21,28,32
PM I13410+0542B,2MASS J13410235+0542489,Deac14b,16.187,14.33,L4,205.2598,5.7135,PS1,334.0088,65.5472,1,2,6,11,17,25,31,41,46,53
PSO J023.8557+02.0884,2MASS J01352531+0205232,Best15,16.622,14.333,L9.5,23.8555,2.0898,PS1,144.6,-58.9191,0,4,5,9,15,24,32,38,46,57
USco J161228.95-215936.1,2MASS J16122895-2159358,Lodi08,16.631,14.336,L1,243.1206,-21.9933,PS1,352.6825,20.9033,7,9,12,16,18,22,25,28,35,38
WISEA J144033.28-080406.9,2MASS J14403309-0804044,Schn16a,15.867,14.337,L2 (blue),220.138,-8.068,PS1,343.7069,45.9873,1,1,5,7,12,18,19,23,27,38
SDSS J062621.22+002934.2,2MASS J06262121+0029341,Hawl02,15.925,14.338,L0.3,96.5884,0.4928,Gaia23,209.6234,-5.3529,0,1,2,2,2,3,4,6,10,15
SIMP J15371974-0800344,2MASS J15371974-0800344,Robe16,16.441,14.34,L2.5,234.3323,-8.0096,PS1,357.7485,36.6411,0,1,2,4,6,14,19,27,43,50
WISEA J002050.25-151913.1,WISEA J002050.25-151913.1,Schn17,16.962,14.341,L6:,5.2089,-15.3203,PS1,90.3244,-76.2153,0,3,6,11,14,16,20,27,34,43
SIMP J23302193+1006003,2MASS J23302193+1006003,Robe16,16.361,14.342,L2: pec,352.5915,10.1002,PS1,92.3548,-47.9001,0,3,7,10,14,22,31,41,48,59
WISEA J170726.69+545109.3,2MASS J17072691+5451121,Schn16a,15.856,14.345,L1 (blue),256.8621,54.8533,PS1,82.7494,36.6858,1,3,4,7,11,15,19,27,35,39
WISEA J153358.52+475706.9,2MASS J15335868+4757065,Schn17,17.28,14.349,L8:,233.4944,47.9518,PS1,77.466,52.2747,0,1,6,7,9,17,20,28,42,55
SDSS J102552.43+321234.0,2MASS J10255227+3212349,Chiu06,17.04,14.35,L7: FLD-G,156.4681,32.2097,PS1,194.8594,58.1267,0,1,1,2,8,13,17,24,28,38
2MASS J14193789+3333326,2MASS J14193789+3333326,Kell17,16.302,14.353,L3,214.9077,33.5591,PS1,57.011,69.9628,1,4,6,8,13,22,28,35,42,52
SIMP J10390822+2440446,2MASS J10390822+2440446,Robe16,16.756,14.356,L5:: pec,159.7842,24.679,CatWISE,210.1144,60.2317,1,3,3,6,11,15,22,28,34,39
WISEA J085633.87-181546.6,WISEA J085633.87-181546.6,Grec19,15.828,14.36,L1,134.1409,-18.2622,Gaia23,244.759,17.2147,1,2,2,6,7,11,13,19,24,25
2MASSI J0224367+253704,2MASSI J0224367+253704,Kirk00,16.584,14.375,L2.3,36.1529,25.6179,PS1,147.9956,-32.6793,2,4,9,9,11,14,23,30,39,45
USco J160714.79-232101.2,2MASS J16071478-2321011,Lodi08,16.749,14.375,L0,241.8116,-23.3504,PS1,350.7391,20.8455,9,11,14,18,19,23,26,28,33,37
2MASSI J1711457+223204,2MASSI J1711457+223204,Kirk00,17.089,14.375,L9::,257.9405,22.5345,PS1,43.9846,31.4065,2,4,5,11,16,24,28,38,45,54
SIMP J11430272+1905440,2MASS J11430272+1905440,Robe16,16.772,14.385,L7:: pec,175.7613,19.0953,PS1,236.4137,72.367,1,4,5,8,10,13,19,28,34,44
2MASS J12474944-1117551,2MASS J12474944-1117551,Kirk10,15.991,14.391,L0:,191.9561,-11.2987,PS1,301.5068,51.563,0,1,1,4,6,11,16,24,36,38
WISEA J071138.88+370601.0,2MASS J07113894+3706040,Schn17,17.165,14.391,L6,107.9123,37.1011,CatWISE,180.4989,19.7294,1,1,1,4,5,9,15,22,25,33
2MASS J23004298+0200145,2MASS J23004298+0200145,Kell17,16.397,14.398,L2,345.1791,2.004,PS1,76.047,-50.507,0,3,5,10,17,19,24,31,41,53
USco J160818.43-223225.0,2MASS J16081843-2232248,Lodi08,16.161,14.399,L0,242.0768,-22.5403,PS1,351.546,21.2312,8,9,13,18,18,22,26,28,34,37
WISE J151314.61+401935.6,WISE J151314.61+401935.6,Thom13,17.08,14.401,L8,228.3106,40.3265,PS1,66.4403,57.9732,0,2,4,8,12,19,29,38,45,52
SIMP J14111847+2948515,2MASS J14111847+2948515,Robe16,16.196,14.405,L6:: pec (blue),212.827,29.8143,CatWISE,46.3426,72.2663,0,2,6,8,13,18,27,34,45,53
WISEA J103602.80+030615.6,2MASS J10360307+0306160,Luhm14c,15.975,14.408,L4 pec (blue),159.0129,3.1044,PS1,243.6119,49.7092,1,7,8,9,12,18,21,28,35,45
SIMP J11470302-1032547,SIMP J1147030-103254,Robe16,16.487,14.41,L3,176.7626,-10.5486,CatWISE,278.2689,49.2151,0,0,0,4,6,13,19,26,34,41
WISEPC J134806.99+660327.8,2MASS J13480677+6603315,Kirk11,16.943,14.412,L9,207.0283,66.0586,PS1,114.0276,50.0786,0,0,2,5,7,12,16,20,26,31
2MASS J15565004+1449081,2MASS J15565004+1449081,Kell17,17.313,14.413,L5,239.2083,14.8192,PS1,26.6783,45.2775,1,5,8,13,19,22,26,35,42,52
WISEA J041232.77+104408.3,2MASS J04123269+1044078,Schn17,17.606,14.414,L5: (red),63.1362,10.7355,PS1,182.0413,-28.2864,0,2,10,16,20,26,35,43,54,60
PSO J159.0433-27.6357,2MASS J10361043-2738055,Best15,15.916,14.415,L2,159.0434,-27.6349,PS1,269.5565,26.332,0,1,2,4,9,11,15,20,25,30
SIMP J14154242+2635040,2MASS J14154242+2635040,Robe16,16.369,14.416,L1:,213.9268,26.5844,PS1,36.0946,71.2191,0,1,5,8,13,14,21,38,49,56
2MASS J03511847-1149326,2MASS J03511847-1149326,Kell17,16.345,14.42,L2,57.827,-11.8257,PS1,202.018,-45.2151,0,2,3,7,11,16,23,26,35,43
PSO J260.3363+46.6739,2MASS J17212065+4640286,Best15,16.859,14.422,L9,260.3361,46.6747,PS1,72.7066,34.4464,0,0,3,9,13,16,22,28,34,43
WISEA J055959.30-583546.0,WISEA J055959.30-583546.0,Schn17,16.686,14.424,L2,89.9974,-58.5959,CatWISE,267.2233,-29.4998,0,0,0,3,4,5,8,9,11,12
2MASS J04062677-3812102,2MASS J04062677-3812102,Kirk10,16.768,14.424,L1: VL-G,61.6115,-38.2028,CatWISE,240.9326,-47.9974,0,2,3,7,9,13,14,22,28,31
2MASS J11271382-3735076,2MASS J11271382-3735076,Gagn15c,16.469,14.425,L0.6 VL-G,171.8075,-37.5855,CatWISE,285.0081,22.3379,2,2,3,5,9,10,11,13,23,27
SDSS J003843.99+134339.5,2MASS J00384398+1343395,Hawl02,15.908,14.428,L0.6,9.6833,13.7276,Gaia23,118.2233,-49.0279,2,4,7,12,21,28,33,48,56,63
2MASS J23053808+0524070,2MASS J23053808+0524070,Kell17,16.434,14.428,L2,346.4087,5.402,PS1,80.7998,-48.621,0,2,5,12,16,22,27,31,42,51
SDSS J074007.30+200921.9,2MASS J07400712+2009216,Knap04,17.291,14.428,L6:,115.0297,20.1559,PS1,199.6615,19.4665,1,2,3,5,8,11,17,21,22,36
SDSS J143933.44+031759.2,2MASS J14393343+0317591,Hawl02,15.994,14.429,L0.7,219.8893,3.2997,PS1,354.9469,54.8559,0,2,5,13,14,21,25,32,44,53
SIMP J18115567+2728407,SIMP J1811556+272840,Robe16,16.192,14.429,L2.5 pec (blue),272.982,27.478,PS1,54.2591,20.2333,0,1,2,5,9,9,13,22,26,32
WISEA J030845.36+325923.1,2MASS J03084507+3259277,Luhm14c,15.797,14.431,L1 pec (blue),47.188,32.9908,Gaia23,153.512,-21.603,0,0,1,2,2,7,14,22,33,37
SIMP J13183258-0632057,SIMP J1318325-063205,Robe16,16.045,14.431,L0.5:,199.6357,-6.535,CatWISE,314.9393,55.7035,0,1,2,7,13,16,19,24,31,38
2MASS J04380349+0700551,2MASS J04380349+0700551,Pere18,16.914,14.437,L1:,69.5146,7.0153,PS1,189.6093,-25.4582,0,5,5,11,14,22,28,38,43,50
PSO J054.8149-11.7792,2MASS J03391557-1146440,Best15,16.793,14.44,L3:,54.8149,-11.779,PS1,200,-47.8166,0,1,2,4,10,17,24,29,38,47
2MASS J15575011-2952431,2MASS J15575011-2952431,Kirk10,16.316,14.443,L1: VL-G,239.4588,-29.8787,PS1,344.3145,17.6422,0,0,3,15,20,23,24,25,28,32
PSO J183.9318-09.7914,2MASS J12154368-0947289,Best15,16.329,14.445,L0,183.932,-9.7914,PS1,288.5238,52.0785,0,1,2,5,7,12,19,25,33,41
SIMP J10144907+1900041,SIMP J1014490+190004,Robe16,15.896,14.452,L0.5:: pec (blue),153.7046,19.0011,Gaia23,217.2001,53.225,1,1,3,6,11,13,19,27,33,45
2MASS J16195827-2832276,2MASS J16195827-2832276,Daws14,16.164,14.452,L0.7,244.9928,-28.541,PS1,348.8722,15.1916,0,1,8,15,16,19,22,24,26,29
2MASS J04214620-0025072,2MASS J04214620-0025072,Kell17,16.34,14.453,L2,65.4426,-0.4187,PS1,194.1204,-32.9619,0,1,2,8,15,21,32,37,44,51
WISEA J082624.09-601202.8,WISEA J082624.09-601202.8,Schn17,17.559,14.453,L8,126.6012,-60.2001,CatWISE,275.1516,-12.5688,0,0,0,2,3,4,5,8,9,11
SDSS J134203.11+134022.2,2MASS J13420311+1340222,Chiu06,16.756,14.455,L5.5,205.5129,13.6729,PS1,346.735,72.0915,2,3,6,12,15,22,26,34,43,49
BD+60 1417B,WISE J124332.17+600126.6,Fahe21,17.452,14.461,L8 gamma,190.885,60.0242,CatWISE,124.7469,57.0764,0,1,4,5,9,12,20,26,32,39
2MASS J01001471-0301494,2MASS J01001471-0301494,Kell17,16.32,14.463,L1,15.0613,-3.0304,PS1,128.304,-65.8101,0,4,6,9,14,25,32,35,45,59
NLTT 35593B,2MASS J13543510-0607333,Deac14b,16.299,14.476,L2,208.6462,-6.126,PS1,329.916,53.4048,0,1,1,4,8,14,21,32,39,44
ULAS J154038.87-001256.7,BRLT 299,Maro15,16.799,14.477,L4:,235.1615,-0.216,PS1,6.0892,41.0349,0,0,1,2,7,14,20,27,40,47
2MASS J16095469+1426422,2MASS J16095469+1426422,Kell15,16.837,14.487,L2,242.4779,14.4451,PS1,27.9678,42.231,0,2,7,15,20,22,30,34,44,54
PSO J239.7016-23.2664,2MASS J15584839-2315589,Best17a,16.3,14.488,L0: VL-G,239.7016,-23.2664,PS1,349.3359,22.2804,3,12,14,18,21,23,26,29,31,38
SIMP J15014711-1831272,SIMP J1501471-183127,Robe16,16.022,14.491,L0:,225.4463,-18.5242,PS1,341.2135,34.4831,0,1,1,5,8,14,18,26,36,46
2MASS J15500191+4500451,2MASS J15500191+4500451,Kell17,17.33,14.491,L2 (red),237.508,45.0126,PS1,71.7786,50.3646,1,1,2,11,14,16,23,33,39,50
SIMP J17563950+3343002,SIMP J1756395+334300,Robe16,16.481,14.498,L2,269.1646,33.7167,CatWISE,59.5055,25.3646,0,0,2,4,10,13,20,26,32,39
2MASS J00435012+0928429,2MASS J00435012+0928429,Skrz16;Kell17,16.175,14.499,L2,10.9589,9.4786,CatWISE,119.7906,-53.3467,1,2,7,14,19,31,41,46,53,61
SDSS J012743.51+135420.9,2MASS J01274352+1354210,Hawl02,16.829,14.505,L5.5,21.9313,13.9058,PS1,136.1625,-48.0315,1,3,6,7,15,22,28,41,50,63
2MASS J17153111+1054108,2MASS J17153111+1054108,Kell17,17.113,14.505,L6,258.8796,10.903,PS1,32.0611,26.195,0,1,4,5,9,11,19,28,38,44
2MASSI J2054358+151904,2MASSI J2054358+151904,Kirk00,16.37,14.51,L0.3,313.6493,15.3178,PS1,61.9831,-18.5983,0,1,1,4,6,10,12,13,16,20
USco1556 B,2MASS J15562344-2541056,Chin20,16.111,14.511,L0.5,239.0977,-25.6849,PS1,347.1045,20.9163,0,6,15,19,22,23,24,27,29,32
2MASS J03492367+0635078,2MASS J03492367+0635078,Vos_22,16.742,14.511,L5,57.3486,6.5855,PS1,181.515,-35.3392,0,2,8,10,22,28,37,40,52,66
2MASS J12172372-0237369,2MASS J12172372-0237369,Geis11,16.897,14.515,L4,184.3489,-2.6269,PS1,286.1842,59.1334,0,2,5,8,11,19,22,29,38,43
WISEA J225333.00-253948.0,WISEA J225333.00-253948.0,Schn17,17.152,14.52,L5,343.387,-25.6633,PS1,29.3681,-63.6195,0,2,4,5,12,14,17,22,28,34
SIMP J03070255+0852139,2MASS J03070255+0852139,Robe16,16.532,14.522,L1.5 pec (red),46.7606,8.8706,CatWISE,170.0835,-41.2649,0,1,3,7,13,20,34,42,48,59
2MASS J03302948+3910242,2MASS J03302948+3910242,Kell17,17.12,14.523,L7 pec (red),52.6229,39.1736,PS1,153.6683,-14.024,0,0,0,2,3,3,5,8,12,21
WISEA J131845.58+362614.0,2MASS J13184567+3626138,Schn17,17.212,14.523,L6 (sl. red),199.6903,36.4372,PS1,92.7247,79.0364,3,7,8,12,16,21,27,34,40,44
SIMP J21174252-0611132,SIMP J2117425-061113,Robe16,16.142,14.525,L2.5: pec,319.4271,-6.187,Gaia23,45.2364,-35.1895,2,3,6,8,10,13,18,21,28,32
2MASS J15293306+6730215,2MASS J15293306+6730215,Kirk10,16.327,14.528,L0:,232.3878,67.506,Gaia23,103.4344,43.151,0,2,4,5,8,14,15,17,23,33
2MASS J02151451+0453179,2MASS J02151451+0453179,Kell17,16.602,14.528,L2,33.8105,4.8883,PS1,158.3962,-52.1172,1,1,2,5,10,16,25,36,42,57
WISEA J215550.34-195428.4,WISEA J215550.34-195428.4,Schn16a;Grec19,16.978,14.535,L7,328.9599,-19.9068,CatWISE,33.4501,-49.308,0,0,3,4,6,10,14,23,31,37
2MASS J04373705+2331080,2MASS J04373705+2331080,Luhm09b,17.384,14.535,L1:,69.4044,23.5188,PS1,175.4966,-15.5403,0,2,3,5,10,15,17,27,36,42
SIMP J16133450-0747057,2MASS J16133450-0747057,Robe16,16.685,14.537,L4,243.3936,-7.785,PS1,4.8725,29.915,0,3,5,5,10,12,15,29,35,45
WISEA J134310.44-121628.8,2MASS J13431074-1216256,Luhm14c,16.272,14.542,L6.5:: pec (blue),205.7945,-12.2739,PS1,322.2645,48.646,0,0,1,3,4,8,11,21,28,38
2MASS J09083688+5526401,2MASS J09083688+5526401,Kell17,16.459,14.543,L1,137.1536,55.4445,PS1,161.5204,41.2974,1,2,5,7,12,17,22,28,31,37
SIMP J17084651+260644,2MASS J17084651+2606449,Robe16,16.367,14.547,L4: pec (blue),257.1938,26.1125,CatWISE,47.7676,33.1493,1,4,8,13,16,21,27,41,47,57
2MASS J00135882-1816462,2MASS J00135882-1816462,Baro15,16.537,14.551,L5 pec,3.4953,-18.2797,PS1,76.7115,-77.644,0,4,9,9,11,14,22,25,32,39
2MASS J16382073+1327354,2MASS J16382073+1327354,Kirk10,16.452,14.552,L2,249.5864,13.4597,PS1,30.3868,35.5209,1,1,5,8,14,24,32,38,43,57
2MASS J22062157-6116284,2MASS J22062157-6116284,Gagn15c,16.611,14.552,L1.0 FLD-G,331.5898,-61.2744,CatWISE,330.1738,-46.1671,0,1,2,3,5,6,9,14,18,21
ULAS J034150.21+042324.9,2MASS J03415025+0423251,DayJ13,16.984,14.553,L5,55.4594,4.3903,PS1,182.102,-38.1914,0,4,7,13,16,26,31,39,50,65
2MASS J13264464+3627407,2MASS J13264464+3627407,Kell17,16.438,14.554,L2,201.686,36.4613,PS1,86.3886,78.0383,2,6,9,11,16,24,28,34,39,45
PSO J331.9397-07.0570,2MASS J22074547-0703242,Best15,17.411,14.555,L7,331.9393,-7.0567,PS1,52.6206,-46.3374,0,1,3,6,7,12,21,29,36,47
WISEA J201530.67-421542.5,WISEA J201530.67-421542.5,Schn17,17.648,14.555,L7:,303.8774,-42.2615,CatWISE,358.2806,-32.8807,0,0,1,2,5,8,10,17,20,20
ULAS J141710.01+131737.1,BRLT 237,Maro15,17.007,14.556,L4,214.292,13.2936,PS1,2.5561,65.6571,1,3,8,10,20,22,28,35,44,56
USco J160606.29-233513.3,2MASS J16060629-2335133,Lodi08,16.107,14.557,L0,241.5262,-23.587,PS1,350.3623,20.8681,8,11,14,17,20,23,26,29,32,37
PSO J153.7969-11.3631,null,Alle16b;Sang23,16.114,14.557,L0.7 FLD-G,153.7971,-11.363,PS1,253.152,35.9908,0,1,3,6,9,13,16,24,36,39
WISEA J044105.56+213001.5,2MASS J04410548+2130019,Schn17,17.274,14.557,L5 (red),70.2729,21.5005,PS1,177.6507,-16.1912,0,2,3,6,10,13,20,32,38,42
2MASS J00501561+1012431,2MASS J00501561+1012431,Kell17,16.776,14.559,L2,12.5651,10.212,PS1,122.4542,-52.6586,1,2,6,12,19,32,44,47,53,61
2MASS J15442544+0750572,2MASS J15442544+0750572,Kell17,16.75,14.56,L2,236.1061,7.8491,PS1,15.9328,44.7873,0,1,2,4,11,17,24,34,44,53
2MASS J17161258+4125143,2MASS J17161258+4125143,Kell15,16.82,14.563,L4,259.0525,41.4206,PS1,66.2386,34.8245,1,2,4,6,7,17,25,35,40,49
SDSS J154508.93+355527.3,2MASS J15450901+3555271,Chiu06,16.834,14.565,L7.5,236.2872,35.9245,PS1,57.4584,52.2736,0,1,1,13,17,21,24,36,45,56
2MASS J09175418+6028065,2MASS J09175418+6028065,Geis11,17.16,14.57,L5,139.4757,60.4685,PS1,154.6426,41.1777,0,0,4,7,10,12,17,22,31,35
2MASS J00521232+0012172,2MASS J00521232+0012172,Metc08,16.361,14.571,L2: pec,13.0515,0.2049,PS1,123.35,-62.6662,2,6,8,12,18,24,31,41,52,61
PSO J175.2003+16.1403,2MASS J11404806+1608255,Best15,16.864,14.571,L5,175.2003,16.1404,PS1,243.1855,70.285,0,2,4,8,11,18,22,29,42,48
SDSS J135923.99+472843.2,2MASS J13592403+4728431,Knap04,17.16,14.572,L8.5,209.85,47.4787,PS1,94.2638,65.6898,0,3,5,7,10,16,27,41,47,54
2MASS J21203387-0747208,2MASS J21203387-0747208,Kell15,17.17,14.572,L2,320.1412,-7.7891,PS1,43.9182,-36.5782,2,2,6,8,10,13,18,22,25,34
WISEA J204902.80-745613.5,WISEA J204902.80-745613.5,Schn17,17.789,14.572,L7: (red),312.2607,-74.9368,CatWISE,318.7112,-33.6324,0,2,2,3,3,4,5,7,10,15
SDSS J161459.98+400435.1,2MASS J16150007+4004345,Zhan09,16.568,14.573,L2,243.7501,40.0763,PS1,63.6566,46.3151,2,2,5,10,13,21,28,35,44,54
SIMP J09514402-1343474,SIMP J0951440-134347,Robe16,16.156,14.574,L6::,147.9333,-13.7299,PS1,250.3507,30.2581,1,3,5,8,8,11,15,20,29,32
2MASS J16370238+2520386,2MASS J16370238+2520386,Kell15,16.495,14.574,L4,249.26,25.3441,PS1,44.4146,39.8135,2,2,5,9,20,26,35,46,55,65
2MASS J16194822-0425366,2MASS J16194822-0425366,Kell17,16.567,14.574,L1,244.9509,-4.4268,PS1,9.0668,30.6628,2,3,6,6,8,15,16,21,27,45
SIMP J01481626+3712421,SIMP J0148162+371242,Robe16,16.026,14.576,L1: pec (blue),27.0678,37.2117,PS1,135.3158,-24.2895,1,4,6,6,7,10,13,19,24,27
2MASS J13023811+5650212,2MASS J13023811+5650212,Kirk10,16.36,14.576,L3: pec (sl. blue),195.6588,56.8392,PS1,119.8486,60.2221,0,1,3,4,8,16,22,27,36,45
ULAS J093930.74+065309.8,2MASS J09393078+0653098,Maro15,16.784,14.582,L5,144.8783,6.8862,PS1,227.8366,40.2489,0,2,3,5,6,8,15,25,32,43
2MASS J22035781+0713492,2MASS J22035781+0713492,Kell17,16.678,14.585,L1,330.9909,7.2303,PS1,67.0666,-36.8766,0,0,1,2,9,16,18,29,36,45
PC 0025+0447,PC 0025+0447,Schn91,16.189,14.587,L0: INT-G,6.9249,5.0616,PS1,111.9411,-57.3026,0,0,9,14,21,28,34,40,54,66
2MASS J21163374-0729200,2MASS J21163374-0729200,Geis11,17.197,14.588,L6,319.1405,-7.4889,PS1,43.6672,-35.562,2,3,6,8,10,14,18,22,25,33
PSO J346.3203-11.1654,2MASS J23051675-1109554,Best15,17.705,14.594,L8.5,346.3199,-11.1655,PS1,60.3988,-60.3929,0,0,6,9,12,16,21,31,42,50
USco J163919.15-253409.9,2MASS J16391914-2534093,Lodi08,17.056,14.597,L1,249.8294,-25.5683,CatWISE,354.1205,13.9345,0,0,4,10,14,16,19,22,26,31
ULAS J134414.90+092405.0,BRLT 218,Maro15,NaN,14.598,L6,206.0619,9.4013,PS1,340.5315,68.3277,0,3,8,13,17,23,27,40,50,52
SIMP J08511977+1043470,2MASS J08511977+1043470,Robe16,16.789,14.6,L3 pec,132.8322,10.7298,PS1,216.8388,31.4495,2,3,4,8,12,16,24,30,36,43
PSO J350.4673-19.0783,2MASS J23215209-1904412,Best15,17.153,14.6,L4.5,350.4671,-19.0782,PS1,49.5635,-67.9297,0,1,4,6,14,17,25,31,36,40
2MASS J11213919-1053269,2MASS J11213919-1053269,Kell17,16.437,14.602,L1,170.4133,-10.8909,PS1,270.1414,46.1861,1,2,2,4,5,13,17,24,32,47
ULAS J113850.09-002451.3,BRLT 142,Maro15,NaN,14.605,L2.5,174.7086,-0.4141,PS1,267.6166,57.3927,0,1,4,8,15,18,27,30,38,46
SDSS J144128.52+504600.4,2MASS J14412846+5046005,Chiu06,16.61,14.608,L3,220.3688,50.7669,PS1,88.9603,58.4792,0,2,3,5,14,16,23,29,40,54
2MASS J11060459-1907025,2MASS J11060459-1907025,Kell17,16.762,14.609,L5,166.5191,-19.1174,PS1,271.186,37.1757,0,4,5,6,9,12,14,19,23,35
SIMP J04292691+0607368,SIMP J0429269+060736,Robe16,15.921,14.611,L0: pec (blue),67.3622,6.1269,Gaia23,189.0596,-27.7208,2,5,5,10,18,24,31,38,46,52
PSO J179.2489+41.5121,null,Sang23,NaN,14.617,L8.5 red,179.2496,41.5121,PS1,157.2632,71.7942,0,0,0,1,5,12,19,23,28,44
PSO J063.1519-02.8904,null,Sang23,16.135,14.618,L2,63.1516,-2.8903,PS1,195.1736,-36.218,0,1,3,4,11,25,31,35,43,50
SDSS J232804.58-103845.7,2MASS J23280459-1038452,Chiu06,17.005,14.624,L3.5,352.0191,-10.6459,PS1,68.9716,-64.38,0,2,4,8,13,18,24,28,45,49
PSO J127.4696+10.5777,PSO J127.4696+10.5777,Best15,NaN,14.626,L4,127.4697,10.5778,PS1,214.4247,26.6178,0,2,7,8,13,15,24,28,34,40
ULAS J150927.83+034449.7,BRLT 274,Maro15,17.345,14.63,L2,227.366,3.7472,PS1,3.6653,49.6088,0,0,2,4,12,18,23,29,41,52
SIMP J11272648+1234310,2MASS J11272648+1234310,Robe16,16.104,14.638,L1.5:,171.8602,12.5753,PS1,245.3032,65.5364,0,0,3,8,14,20,28,40,47,49
2MASSI J0104075-005328,2MASS J01040750-0053283,Metc08,16.531,14.639,L5.8:,16.0315,-0.8913,PS1,130.0765,-63.5869,1,5,6,12,18,27,28,37,49,59
2MASS J11282763+5934003,2MASS J11282763+5934003,Kell17,16.367,14.64,L0.5,172.115,59.5667,PS1,140.9569,54.562,1,1,5,6,13,16,19,21,25,33
2MASS J14140586+0107102,2MASS J14140586+0107102,Geis11,16.741,14.641,L4,213.5244,1.1195,PS1,343.7031,57.2963,0,0,2,6,14,21,32,43,47,52
