name,name_simbadable,ref_discovery,J_2MASS,W1,spt_ir,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,2 deg,4 deg,6 deg (Kepler),8 deg,10 deg,12 deg (TESS 1 detector),14 deg,16 deg,18 deg,20 deg
2MASSW J1036530-344138,2MASSW J1036530-344138,Gizi02b,15.622,13.002,L6.5,159.2211,-34.694,Gaia23,273.8441,20.4675,0,0,0,4,5,8,10,13,20,27
2MASS J16062665+6837268,2MASS J16062665+6837268,Fahe09,14.905,13.004,L2,241.611,68.6241,Gaia23,102.0729,39.6797,1,2,3,6,9,11,15,18,22,29
SDSS J155120.86+432930.3,2MASS J15512087+4329303,Schm10b,15.133,13.009,L3.1,237.837,43.4918,Gaia23,69.3659,50.4046,1,1,5,12,14,17,26,32,40,47
2MASS J22351658-3844154,2MASS J22351658-3844154,Gagn15c,15.183,13.01,L1.4 VL-G,338.8191,-38.7376,Gaia23,1.9486,-59.3823,0,0,0,1,2,5,12,16,22,25
WISEA J174336.62+154901.3,2MASS J17433635+1549025,Luhm14c,14.455,13.014,L1 pec (blue),265.9017,15.8173,Gaia23,40.0316,21.9651,0,1,3,3,6,15,21,25,31,40
SIPS J0614-2019,SIPS J0614-2019,Deac07,14.783,13.03,L2,93.5499,-20.3218,Gaia23,227.466,-17.0598,0,0,0,2,5,6,8,10,12,17
2MASS J16452207+3004071,2MASSI J1645220+300407,Cruz07,15.19,13.033,L3.0,251.3419,30.0686,Gaia23,50.9257,39.1318,0,0,5,10,17,28,36,41,49,61
WISEA J072352.62-330943.5,WISEA J072352.62-330943.5,Schn17,15.743,13.033,L5 (sl. red),110.9694,-33.1624,Gaia23,246.0528,-8.2982,0,0,0,1,2,4,7,8,12,14
2MASS J05184616-2756457,2MASSI J0518461-275645,Cruz07,15.262,13.048,L1: VL-G,79.6924,-27.946,Gaia23,230.5948,-31.5334,0,1,3,4,10,13,14,15,20,23
2MASSI J0443058-320209,2MASS J04430581-3202090,Kend03a,15.273,13.048,L6.4:,70.7743,-32.0358,Gaia23,233.308,-39.9881,1,2,3,6,9,11,18,24,26,30
2MASSI J0117474-340325,2MASS J01174748-3403258,Cruz03,15.178,13.051,L1: INT-G,19.4479,-34.0572,Gaia23,265.2646,-81.051,1,1,2,3,3,8,13,17,21,31
2MASS J23392527+3507165,2MASS J23392527+3507165,Reid08b,15.362,13.055,L3.0 FLD-G,354.8553,35.1213,Gaia23,106.6705,-25.4659,0,1,3,4,9,14,16,19,26,29
Gaia J073408.90-433025.6,2MASS J07340889-4330256,Kirk21,15.559,13.06,L7 blue,113.5371,-43.5071,Gaia23,256.3314,-11.205,0,0,0,1,2,5,6,8,8,13
2MASS J21321145+1341584,2MASS J21321145+1341584,Cruz07,15.795,13.062,L5,323.0477,13.6995,PS1,66.7209,-26.7423,1,3,5,5,8,12,13,17,22,30
2MASSW J1728114+394859,** BOY 10Ab,Kirk00,15.988,13.065,L6.5,262.0479,39.8165,PS1,64.7479,32.3346,0,2,2,6,9,12,24,34,40,49
2MASSI J1726000+153819,2MASSI J1726000+153819,Kirk00,15.669,13.066,L3: INT-G,261.5003,15.6386,PS1,38.0283,25.7895,0,0,3,6,12,18,21,31,38,45
2MASS J20261584-2943124,SIPS J2026-2943,Cruz07,14.802,13.068,L1,306.566,-29.7203,Gaia23,13.4045,-32.4669,0,1,2,5,6,8,12,13,19,21
2MASS J21512543-2441000,2MASSI J2151254-244100,Lieb06a,15.752,13.068,L4 pec,327.8562,-24.6833,PS1,25.9481,-49.6587,0,0,2,3,5,9,15,21,26,35
2MASS J08194351-0450071,2MASS J08194351-0450071,Gagn15c,14.821,13.073,L0.7 FLD-G,124.9313,-4.8353,Gaia23,227.835,17.1458,0,0,3,3,6,10,12,18,26,29
2MASS J10430758+2225236,2MASSI J1043075+222523,Cruz07,15.965,13.073,L9:,160.7815,22.4234,PS1,214.9935,60.5781,0,3,6,8,12,17,20,29,34,42
2MASS J10513331-1916530,2MASS J10513331-1916530,Gagn15c,14.687,13.081,L0.3 FLD-G,162.8888,-19.2814,Gaia23,267.6628,35.2513,1,5,6,6,7,12,19,23,25,31
2MASS J04203904+2355502,2MASS J04203904+2355502,Luhm06b,14.937,13.084,L1,65.1626,23.9306,Gaia23,172.5163,-18.2081,0,2,6,9,12,18,24,28,38,45
2MASS J14075361+1241099,ULAS2MASS J1407+1241,Reid08b,15.378,13.086,L5,211.9734,12.6861,Gaia23,357.7883,67.004,1,5,9,13,16,24,27,36,47,54
SIMP J23444256+0909020,2MASS J23444256+0909020,Robe16,14.896,13.09,L1.5:,356.1773,9.1506,Gaia23,96.6054,-50.2789,0,1,3,13,16,21,31,39,53,62
PSO J277.3873+26.0116,2MASS J18293277+2600424,Sang23;Reyl18-phot,14.95,13.095,L1.5 pec FLD-G,277.3865,26.0118,Gaia23,54.367,16.0373,0,1,2,3,3,8,11,12,18,27
SDSS J034408.91+011124.9,2MASS J03440892+0111251,Bouy03,14.737,13.103,L2.9:,56.0372,1.1903,Gaia23,185.7752,-39.7469,1,5,7,8,14,21,28,40,52,60
2MASSW J0928397-160312,2MASSW J0928397-160312,Kirk00,15.322,13.107,L2:,142.1654,-16.0535,Gaia23,248.0879,24.5629,1,1,2,7,11,13,16,21,26,32
2MASS J00282091+2249050,2MASS J00282091+2249050,Burg10a,15.607,13.113,L7:,7.0875,22.8178,Gaia23,116.0075,-39.7432,1,2,4,11,18,22,28,32,42,52
SDSSp J083008.12+482847.4,2MASS J08300825+4828482,Geba02,15.444,13.114,L9:,127.534,48.4799,Gaia23,171.0475,35.9934,0,2,6,9,14,15,21,25,30,38
HIP 2397B,2MASS J00302476+2244492,Deac14b,14.586,13.116,L0.5,7.6033,22.7469,Gaia23,116.6125,-39.8666,2,2,4,8,18,22,28,33,43,52
WISE J092055.40+453856.3,2MASS J09205549+4539058,Mace13a,15.223,13.13,L9.5,140.2312,45.6514,Gaia23,174.3641,44.724,0,0,2,4,8,15,22,32,40,43
2MASS J00193927-3724392,2MASS J00193927-3724392,Burg10a,15.519,13.135,L2.2 INT-G,4.9137,-37.4109,Gaia23,334.0372,-77.7287,0,3,7,10,11,12,15,20,23,30
2MASSW J1632291+190441,2MASS J16322911+1904407,Kirk99a,15.867,13.142,L8,248.1216,19.0779,PS1,36.2727,38.9265,0,1,6,13,18,27,37,43,52,59
2MASS J23433470-3646021,2MASS J23433470-3646021,Gagn15c,16.568,13.142,L3.7 VL-G,355.8946,-36.7673,CatWISE,354.823,-72.7186,0,1,2,5,8,11,20,23,24,30
2MASS J00182834-6703130,2MASS J00182834-6703130,Gagn15c,15.457,13.143,L0.4 VL-G,4.618,-67.0536,Gaia23,307.8945,-49.7558,0,1,2,3,6,8,13,16,19,24
SDSS J085836.98+271050.8,2MASS J08583693+2710518,West08,15.047,13.153,L0.0,134.6539,27.1811,Gaia23,198.624,38.7133,1,1,7,11,17,19,21,27,35,43
WISE J165842.56+510335.0,2MASS J16584290+5103383,Thom13,15.062,13.159,L6 pec,254.6786,51.0605,Gaia23,78.0815,38.2308,0,1,5,8,9,15,25,28,36,45
SDSS J084333.28+102443.5,2MASS J08433323+1024470,Schm10b,14.866,13.167,L2.7:,130.8885,10.4131,Gaia23,216.2207,29.5874,2,4,7,7,12,17,22,28,38,41
2MASSW J0147334+345311,2MASSW J0147334+345311,Kirk99a,14.946,13.168,L1.0,26.8894,34.8864,Gaia23,135.7799,-26.5812,1,5,6,6,8,11,18,19,24,30
2MASS J02410564-5511466,2MASS J02410564-5511466,Gagn15c,15.387,13.171,L1.6 VL-G,40.2735,-55.1963,Gaia23,275.1944,-55.6235,0,1,1,4,7,11,14,17,19,25
2MASS J15382417-1953116,2MASS J15382417-1953116,Reid08b,15.934,13.172,L3.5 VL-G,234.6007,-19.8866,PS1,348.0869,27.9932,0,1,5,14,20,26,27,32,36,43
2MASSI J0103320+193536,2MASSI J0103320+193536,Kirk00,16.288,13.184,L6: INT-G,15.8837,19.5935,PS1,126.8406,-43.1863,0,1,2,6,15,19,23,39,55,65
HD 89744B,2MASS J10221489+4114266,Wils01b,14.901,13.185,L0.5,155.562,41.2407,Gaia23,178.3649,56.4044,0,2,4,6,8,11,16,21,31,37
2MASSW J0326137+295015,2MASS J03261367+2950152,Kirk99a,15.481,13.19,L4.6,51.557,29.8376,Gaia23,158.7483,-22.0644,0,0,2,5,9,12,19,24,36,43
2MASSI J1526140+204341,2MASSI J1526140+204341,Kirk00,15.586,13.192,L5.5,231.5584,20.7279,Gaia23,31.1842,54.195,1,1,2,5,14,20,29,36,45,61
WISEA J090258.99+670833.1,2MASS J09025921+6708355,Schn17,16.979,13.192,L7 (sl. red),135.7469,67.1431,PS1,147.1868,37.4372,0,0,0,3,3,7,11,17,21,27
CWISE J053204.60+111955.1,2MASS J05320453+1119556,Schn22,16.077,13.193,L7,83.0189,11.3321,PS1,193.4309,-11.9218,0,1,2,5,5,8,12,16,25,28
2MASS J22444905-3045535,2MASS J22444905-3045535,Gagn15c,14.645,13.195,L0.2 FLD-G,341.2044,-30.7649,Gaia23,17.8265,-62.1544,0,1,2,4,7,8,14,22,23,34
2MASS J11124910-2044315,2MASS J11124910-2044315,Kend04,14.923,13.201,L0.5::,168.2046,-20.7421,Gaia23,273.8964,36.508,0,2,4,5,9,12,13,16,28,34
2MASS J07123786-6155528,2MASS J07123786-6155528,Cruz09,15.296,13.203,L1.5 VL-G,108.1577,-61.9313,Gaia23,272.7358,-21.3266,0,0,0,0,4,6,6,9,11,15
2MASS J22134491-2136079,2MASS J22134491-2136079,Cruz07,15.376,13.204,L0: VL-G,333.4372,-21.6023,Gaia23,32.9165,-53.8126,0,0,4,5,8,14,18,21,28,39
2MASS J03101401-2756452,2MASSI J0310140-275645,Cruz07,15.795,13.206,L6.5,47.5583,-27.946,PS1,222.6265,-59.3251,1,1,4,8,14,16,18,22,27,34
2MASS J23512200+3010540,2MASS J23512200+3010540,Kirk10,15.849,13.209,L5: FLD-G,357.8417,30.1816,PS1,107.7969,-30.9185,0,0,5,7,11,17,19,26,32,42
PSO J318.5338-22.8603,2MASS J21140802-2251358,Liu_13b,17.294,13.21,L7: VL-G,318.5335,-22.86,PS1,25.2691,-40.9493,0,0,1,3,6,9,15,21,25,28
2MASSW J1343167+394508,2MASSW J1343167+394508,Kirk00,16.162,13.217,L5,205.8194,39.7525,PS1,85.7718,73.4147,0,4,8,12,18,25,28,34,39,51
2MASS J16154255+4953211,2MASS J16154255+4953211,Cruz07,16.789,13.225,L3: VL-G,243.9275,49.8893,PS1,77.638,45.1581,0,0,0,5,13,17,25,32,40,55
2MASS J01205114-5200349,2MASS J01205114-5200349,Gagn15c,15.642,13.232,L1.4 VL-G,20.2131,-52.0097,Gaia23,292.3828,-64.5119,0,2,4,7,7,12,15,21,29,33
SIMP J22355244+0418563,2MASS J22355244+0418563,Robe16,15.371,13.234,L3,338.9685,4.3157,Gaia23,71.5656,-44.6174,0,2,5,10,12,18,22,31,40,45
SDSS J165450.79+374714.6,2MASS J16545081+3747141,Schm10b,15.01,13.235,L0.7,253.7116,37.7874,Gaia23,61.1137,38.4605,0,0,3,9,14,17,28,39,48,58
SDSSp J144600.60+002452.0,2MASS J14460061+0024519,Geba02,15.894,13.238,L5,221.5025,0.4144,PS1,353.5316,51.6608,1,4,7,10,13,17,22,32,39,48
2MASS J23225299-6151275,2MASS J23225299-6151275,Reid08b,15.545,13.239,L1.8 VL-G,350.7209,-61.8576,Gaia23,319.8176,-52.2701,0,0,3,5,6,8,10,16,20,23
SDSS J142257.15+082752.1,2MASS J14225717+0827539,Schm10b,15.103,13.243,L2.1,215.7383,8.465,Gaia23,356.4343,61.4215,1,2,6,12,20,27,34,34,42,53
2MASS J02340093-6442068,2MASS J02340093-6442068,Kirk10,15.325,13.244,L0.8 VL-G,38.5039,-64.702,Gaia23,286.5468,-49.0347,1,1,2,4,5,8,13,17,21,23
PSO J149.1907-19.1730,2MASS J09564583-1910227,Best15,15.208,13.246,L5 pec,149.191,-19.173,Gaia23,255.7273,27.2779,0,0,3,5,8,14,18,23,30,33
2MASS J05161597-3332046,2MASS J05161597-3332046,Burg10a,15.879,13.249,L4.5:,79.0666,-33.5346,CatWISE,236.8533,-33.4487,0,1,4,6,6,9,12,17,21,28
SDSS J001911.65+003017.8,2MASS J00191165+0030176,Hawl02,14.921,13.25,L0.4,4.7986,0.5049,Gaia23,105.9551,-61.2995,2,3,4,5,13,22,31,42,49,65
2MASS J02265658-5327032,2MASS J02265658-5327032,Gagn15c,15.403,13.252,L0.5 VL-G,36.7358,-53.4509,Gaia23,275.6147,-58.3156,0,2,3,4,9,13,15,16,19,23
SDSSp J132629.82-003831.5,2MASS J13262981-0038314,Fan_00b,16.103,13.252,L7,201.6242,-0.6421,PS1,321.236,60.9775,1,3,6,12,14,18,22,26,40,53
2MASS J05104958-1843548,2MASS J05104958-1843548,Gagn15c,15.352,13.259,L2.5 INT-G,77.7067,-18.7319,PS1,219.7352,-30.3096,0,0,3,4,7,10,15,22,25,28
2MASS J05361998-1920396,2MASSI J0536199-192039,Cruz07,15.768,13.262,L2: VL-G,84.0833,-19.3444,PS1,222.8575,-24.9187,0,0,0,3,5,9,11,14,18,24
PSO J136.5494-06.1944,2MASS J09061182-0611397,Best15,14.825,13.265,L2 pec FLD-G,136.5493,-6.1944,Gaia23,235.7183,26.2053,1,1,1,2,4,14,18,25,34,36
2MASS J18462188-5706040,2MASS J18462188-5706040,Gagn15c,15.059,13.271,L0.2 INT-G,281.5911,-57.1011,Gaia23,338.7384,-21.8487,0,0,0,2,2,3,5,9,10,12
2MASSI J0034568-070601,2MASS J00345684-0706013,Kend03a,15.531,13.276,L4.3,8.7369,-7.1004,PS1,111.1259,-69.5932,0,0,1,5,16,21,28,35,47,56
2MASS J03250136+2253039,2MASSI J0325013+225303,Cruz07,15.426,13.28,L3.3,51.2559,22.8843,Gaia23,163.2067,-27.7291,1,3,5,10,14,20,29,34,43,52
SDSSp J033035.13-002534.5,2MASS J03303511-0025346,Fan_00b,15.311,13.281,L6.5,52.6464,-0.4264,Gaia23,184.6875,-43.4142,1,5,7,9,11,17,27,34,53,61
PSO J306.0126+16.7969,2MASS J20240299+1647501,Alle16a,15.577,13.282,L2.3: INT-G?,306.0125,16.7972,PS1,58.9064,-11.7258,0,0,0,2,4,4,4,6,12,15
2MASSI J0409095+210439,2MASSI J0409095+210439,Kirk00,15.508,13.288,L3.4,62.2897,21.0775,Gaia23,172.8354,-22.093,0,2,5,14,18,24,29,37,44,48
WISE J162359.70-050811.4,2MASS J16235981-0508066,Thom13,14.941,13.291,L1,245.9992,-5.1353,Gaia23,9.0944,29.4009,2,4,4,6,8,16,17,20,30,42
2MASS J15311344+1641282,2MASS J15311344+1641282,Fahe09,15.582,13.293,L1,232.806,16.6912,Gaia23,25.5909,51.6765,0,0,5,10,15,17,26,32,45,58
2MASSW J0208236+273740,2MASSW J0208236+273740,Kirk00,15.714,13.295,L5,32.0986,27.6277,PS1,143.1163,-32.2099,2,3,9,10,12,17,21,26,33,41
2MASS J13204427+0409045,2MASS J13204427+0409045,Reid08b,15.246,13.296,L2.5,200.1845,4.1513,Gaia23,321.137,65.982,1,1,6,14,15,20,26,33,44,54
SDSS J115553.86+055957.5,2MASS J11555389+0559577,Knap04,15.66,13.298,L6.8 FLD-G,178.9747,5.9994,PS1,268.4296,65.0816,1,1,6,10,15,19,23,27,40,49
2MASSI J0856479+223518,2MASS J08564793+2235182,Cruz03,15.679,13.303,L3,134.1996,22.5884,Gaia23,204.0751,37.0518,1,3,7,11,15,20,28,31,38,45
SDSS J162603.03+211313.0,2MASS J16260302+2113132,Schm10b,15.475,13.306,L4.7:,246.5126,21.2204,Gaia23,38.2741,41.0528,0,4,6,11,19,30,35,44,52,62
2MASS J14182962-3538060,2MASS J14182962-3538060,Kirk10,15.165,13.309,L1.5,214.6235,-35.635,Gaia23,322.1868,23.9606,1,2,2,3,7,7,10,14,17,22
2MASSW J1438549-130910,2MASSW J1438549-130910,Kirk00,15.49,13.321,L3:,219.7292,-13.1529,Gaia23,339.2561,42.0143,1,2,3,6,7,9,17,23,28,36
SDSS J080959.01+443422.2,2MASS J08095903+4434216,Knap04,16.437,13.328,L5.4 INT-G,122.4948,44.5719,PS1,175.3993,32.2123,1,5,7,9,9,12,17,25,29,38
2MASSI J0013578-223520,2MASS J00135779-2235200,Kend03a,15.775,13.33,L5.7,3.4908,-22.589,Gaia23,58.9999,-80.368,0,0,6,7,10,13,16,27,34,44
DENIS-P J1323-1806,2MASS J13233597-1806379,Mart99e,14.903,13.337,L0.0,200.8999,-18.1105,Gaia23,313.5991,44.0941,0,0,0,1,5,10,13,16,20,29
2MASS J17392515+2454421,2MASS J17392515+2454421,Kirk10,15.802,13.343,L4,264.8548,24.9118,Gaia23,48.9149,26.204,0,3,4,11,16,20,22,28,36,42
2MASSI J0753321+291711,2MASSI J0753321+291711,Kirk00,15.516,13.344,L2.0,118.384,29.2866,Gaia23,191.5566,25.5195,0,0,1,4,10,15,21,26,33,38
2MASS J00191296-6226005,2MASS J00191296-6226005,Gagn15c,15.64,13.348,L1.0 VL-G,4.8038,-62.4334,Gaia23,309.3118,-54.2939,0,1,2,4,7,11,13,18,23,28
SIMP J21543454-1055308,2MASS J21543454-1055308,Gagn14c,16.44,13.349,L4 INT-G,328.644,-10.9253,PS1,45.4648,-45.4578,0,0,3,4,9,13,20,26,31,40
2MASSW J2208136+292121,2MASSW J2208136+292121,Kirk00,15.797,13.361,L3: VL-G,332.0569,29.356,PS1,85.2409,-21.324,1,2,4,5,7,9,10,16,20,22
2MASSW J0310599+164816,2MASSW J0310599+164816,Kirk00,16.025,13.361,L9,47.7495,16.8043,PS1,164.5967,-34.5422,2,4,6,11,15,19,29,36,53,60
SDSS J093113.23+280227.1,2MASS J09311309+2802289,Schm10b,14.975,13.363,L2.5:,142.8047,28.0412,Gaia23,199.6293,45.9475,0,2,4,9,11,15,19,24,32,43
SDSS J135712.40+142839.8,2MASS J13571237+1428398,Schm10b,15.584,13.364,L3:,209.3016,14.4778,PS1,356.6816,70.1332,1,4,10,10,19,22,31,35,44,55
WISE J064205.58+410155.5,2MASS J06420559+4101599,Mace13a,16.164,13.367,L9 (red),100.5233,41.0331,PS1,174.4893,15.7825,0,0,1,7,9,10,11,16,21,26
PSO J306.0928-06.6429,2MASS J20242222-0638319,Alle16b;Schn16a-phot,14.517,13.376,L2.2 FLD-G,306.0926,-6.6422,Gaia23,37.6744,-23.6696,0,0,1,3,5,9,12,17,18,18
WISEA J082640.45-164031.8,2MASS J08264116-1640382,Kirk14,15.785,13.388,L9,126.6684,-16.6754,PS1,239.1563,12.3172,0,2,3,4,7,8,12,17,20,23
WISEA J053257.29+041842.5,2MASS J05325710+0418471,Kirk14,15.44,13.389,L3,83.2379,4.3131,Gaia23,199.7713,-15.2911,0,0,2,4,7,8,13,15,21,26
2MASS J20484222-5127435,2MASS J20484222-5127435,Gagn15c,15.376,13.392,L1.9 FLD-G,312.1759,-51.4621,Gaia23,347.2131,-38.9148,0,0,2,3,5,7,8,14,17,21
SIMP J23094559+1003122,SIMP J2309455+100312,Robe16,14.93,13.393,L0:,347.4399,10.0535,Gaia23,85.9319,-45.3884,0,1,7,10,15,21,27,35,42,48
2MASSW J0309088-194938,2MASSW J0309088-194938,Kirk00,15.752,13.393,L4.9,47.2871,-19.8275,PS1,207.3538,-57.6982,0,1,3,5,9,15,23,29,39,43
2MASS J00040288-6410358,2MASS J00040288-6410358,Kirk10,15.786,13.4,L2.3 VL-G,1.012,-64.1766,CatWISE,311.3171,-52.1732,0,2,3,3,5,10,12,19,22,24
SDSS J115940.72+540938.6,2MASS J11594076+5409386,Schm10b,15.216,13.401,L0.9,179.9198,54.1607,Gaia23,138.7991,61.3444,0,2,4,8,13,16,20,28,31,36
SDSS J145502.93+261919.6,2MASS J14550283+2619202,Schm10b,15.14,13.402,L2: pec,223.7619,26.3222,Gaia23,38.3856,62.4567,1,1,1,5,14,18,24,33,47,56
PSO J243.9421+67.2075,null,Hurt24,17.52,13.406,L6: red,243.9431,67.2073,PS1,99.9151,39.5659,1,1,3,6,8,12,14,20,24,31
PSO J039.6352-21.7746,PSO J039.6352-21.7746,Alle16a,14.8,13.407,L2.6: INT-G,39.635,-21.7742,Gaia23,206.3993,-65.0967,0,0,3,6,10,17,21,28,31,37
2MASS J17561080+2815238,2MASS J17561080+2815238,Kirk10,14.712,13.408,L1 pec (blue),269.0449,28.2565,Gaia23,53.7618,23.7697,0,1,5,8,10,16,18,26,29,37
NLTT 44368B,2MASS J17115739+5430405,Deac14b,14.736,13.408,L1.5,257.989,54.5113,Gaia23,82.2769,36.056,1,3,5,7,13,15,18,26,36,40
2MASS J04474307-1936045,2MASS J04474307-1936045,Burg10a,15.969,13.408,L4:,71.9295,-19.6013,PS1,218.4297,-35.7257,0,1,4,6,8,15,19,23,26,32
SIMP J11220855+0343193,2MASS J11220855+0343193,Robe16,15.65,13.41,L4.5:,170.5357,3.7221,Gaia23,256.7051,58.3369,0,2,6,7,15,18,29,38,43,49
SDSS J165329.69+623136.5,2MASS J16532970+6231364,Hawl02,15.089,13.417,L1,253.3737,62.5268,Gaia23,92.5903,37.348,0,2,3,8,10,14,19,23,27,35
2MASS J08441409-2924121,2MASS J08441409-2924121,Folk12,15.407,13.417,L4,131.0587,-29.4035,Gaia23,252.0634,8.1932,0,0,0,0,1,7,10,11,16,18
2MASS J01385967+8110079,null,Maro20b,15.239,13.419,L2,24.7488,81.169,Gaia23,124.8429,18.4744,1,1,1,1,1,3,4,6,7,7
2MASSW J0918382+213406,2MASSW J0918382+213406,Kirk99a,15.662,13.419,L2.7,139.6592,21.5682,PS1,207.3218,41.5609,0,1,4,9,11,15,26,28,39,44
WISE J191915.54+304558.4,2MASS J19191519+3045536,Thom13,15.569,13.42,L9,289.8134,30.7651,CatWISE,63.4447,8.086,0,0,0,0,1,2,2,5,8,10
WISEPA J020625.26+264023.6,2MASS J02062493+2640237,Kirk11,16.53,13.421,L8 (red),31.6048,26.673,PS1,143.0166,-33.2575,3,4,8,10,13,16,23,28,35,41
SDSS J081757.49+182405.0,2MASS J08175749+1824048,Schm10b,15.093,13.425,L2.0,124.4895,18.4014,Gaia23,205.0917,27.0796,1,2,4,11,14,20,25,30,34,42
WISEPC J004928.48+044100.1,2MASS J00492826+0440575,Kirk11,15.854,13.425,L9,12.3678,4.6826,PS1,122.0023,-58.1855,0,4,10,12,20,30,37,44,51,59
Hya05,2MASS J03584293+1039396,Robe16;Hoga08-phot,15.809,13.428,L2:,59.679,10.6609,PS1,179.6007,-30.9406,2,3,9,16,20,26,38,48,54,61
SDSS J133148.92-011651.4,2MASS J13314894-0116500,Hawl02,15.459,13.432,L6:,202.9538,-1.2809,Gaia23,323.4299,59.9741,2,2,3,11,15,20,22,29,40,50
2MASS J02441019-3548036,2MASS J02441019-3548036,Gagn15c,15.342,13.441,L0.8 FLD-G,41.0425,-35.801,Gaia23,239.8679,-64.5537,0,0,2,5,10,12,13,17,26,31
2MASSW J0030438+313932,2MASSW J0030438+313932,Kirk99a,15.48,13.444,L3.2,7.6827,31.6589,Gaia23,117.791,-31.006,1,4,5,6,13,14,19,24,35,42
SIMP J12113013+0406096,2MASS J12113013+0406096,Robe16,15.528,13.45,L2.5,182.8756,4.1027,Gaia23,278.7027,65.0786,0,4,8,9,13,17,24,28,37,47
SDSS J094047.88+294653.0,2MASS J09404793+2946534,Schm10b,15.292,13.454,L0.4,145.1996,29.7815,Gaia23,197.6328,48.3095,1,2,4,5,10,13,19,25,34,41
SIMP J04323767-0639501,SIMP J0432376-063950,Robe16,15.579,13.454,L2 pec (red),68.157,-6.664,Gaia23,202.2134,-33.7917,0,1,3,6,8,11,19,30,38,45
2MASS J21420580-3101162,2MASS J21420580-3101162,Lieb06a,15.844,13.458,L1.5 FLD-G,325.5243,-31.0212,Gaia23,15.8344,-48.7535,0,0,2,4,5,9,13,18,22,25
2MASSI J0125369-343505,2MASS J01253689-3435049,Kend03a,15.522,13.46,L1.2,21.4038,-34.5847,Gaia23,260.5282,-79.5494,1,1,1,2,3,8,12,15,22,31
2MASSI J0006205-172051,2MASS J00062050-1720506,Kend03a,15.662,13.466,L3.0,1.5854,-17.3475,Gaia23,73.8026,-75.7131,0,3,7,9,11,19,22,25,35,43
2MASS J21481326-6323265,2MASS J21481326-6323265,Maro13,15.33,13.468,L1,327.0553,-63.3908,Gaia23,329.1067,-43.2809,0,1,1,3,3,7,9,14,17,22
SDSS J104335.08+121314.1,2MASS J10433508+1213149,Chiu06,15.997,13.47,L9,160.8962,12.2208,PS1,233.067,56.5604,0,1,4,10,14,22,26,36,40,47
WISE J080700.23+413026.8,2MASS J08070024+4130305,Thom13,15.835,13.474,L8 pec,121.7511,41.5084,PS1,178.8565,31.1973,0,2,6,7,10,13,17,22,31,37
SDSS J125137.76+462025.9,2MASS J12513775+4620274,Bard14,15.828,13.475,L4.2,192.9074,46.3408,Gaia23,122.8315,70.7875,0,1,6,6,10,23,28,34,38,46
2MASSW J0740096+321203,2MASSW J0740096+321203,Kirk00,16.191,13.481,L4.0,115.0402,32.2008,PS1,187.5264,23.6964,0,0,1,4,8,9,16,24,33,38
SSSPM J0134-6315,SSSPM J0134-6315,Lodi05b,14.513,13.486,L0,23.3853,-63.2449,Gaia23,295.035,-53.233,1,1,3,7,10,14,16,17,19,22
SDSS J020735.60+135556.3,SDSS J020735.60+135556.3,Hawl02,15.462,13.487,L3:,31.8983,13.9323,Gaia23,149.5178,-44.9721,1,1,2,6,13,20,27,36,43,51
SIMP J11322058-3809562,2MASS J11322058-3809562,Robe16,15.961,13.491,L8: pec,173.0858,-38.1656,CatWISE,286.2452,22.1298,1,2,3,7,9,11,11,14,21,27
SDSS J145325.89+142041.8,2MASS J14532582+1420410,Schm10b;Kirk10,15.074,13.496,L1,223.3577,14.3447,Gaia23,14.8908,58.8613,0,2,4,5,10,20,26,38,47,58
2MASSW J0820299+450031,2MASSW J0820299+450031,Kirk00,16.279,13.501,L4.5::,125.1249,45.0087,PS1,175.1458,34.1174,1,5,7,9,10,13,16,25,32,38
Gl 584C,* eta CrB C,Kirk00,16.056,13.503,L8,230.8443,30.2489,PS1,47.4703,56.685,0,1,2,7,11,18,25,42,53,60
2MASSW J1122362-391605,2MASSW J1122362-391605,Gizi02b,15.705,13.505,L3.7::,170.651,-39.2682,Gaia23,284.7342,20.4439,1,2,2,3,7,11,11,14,20,24
2MASS J04250679-4255085,2MASS J04250679-4255085,Schn17,NaN,13.505,L8,66.2783,-42.9191,CatWISE,247.6223,-44.3411,0,2,6,6,6,10,13,17,20,25
2MASSW J1743415+212707,2MASSW J1743415+212707,Kirk00,15.83,13.512,L2.4,265.9229,21.452,Gaia23,45.7056,24.0836,0,1,2,9,13,19,22,29,33,36
SDSSp J125737.26-011336.1,2MASS J12573726-0113360,Geba02,15.941,13.514,L5,194.4053,-1.2268,PS1,306.1831,61.6058,1,2,5,9,11,21,27,33,36,47
2MASSW J0850359+105716,2MASS J08503593+1057156,Kirk99a,16.465,13.515,L6.2 FLD-G,132.6496,10.9544,PS1,216.5111,31.3833,2,3,4,8,12,17,24,30,38,43
2MASS J18392735+4424484,2MASS J18392735+4424484,Maro20b,15.432,13.516,L2,279.864,44.4134,Gaia23,73.2725,20.6302,1,1,2,6,6,8,11,15,18,26
2MASS J00344300-4102266,2MASS J00344300-4102266,Gagn15c,15.707,13.518,L1.5 VL-G,8.6792,-41.0407,Gaia23,315.7651,-75.6682,0,4,8,8,9,14,17,19,24,29
